step	agent_id	module_id	x	y	stress	is_isolated	active_event_ids
36	ISS02	lab_module	71.28	53.15	65.8	false	
36	ISS03	common_area	55.48	48.53	50.6	false	
36	ISS04	common_area	48.19	49.04	34.8	false	
36	ISS05	exercise_area	50.71	75.3	48.8	false	
36	ISS06	lab_module	74.76	46.6	41.4	false	REPB05
36	ISS07	common_area	44.78	52.22	39.3	false	
36	ISS08	common_area	51.92	50.7	56.8	false	REPB05
36	ISS09	common_area	48.52	47.1	44.8	false	
37	ISS00	hab_module	28.38	50.5	55.6	false	
37	ISS01	cupola	49.19	25.34	54.5	false	
37	ISS02	lab_module	72.41	53.62	51.0	false	
37	ISS03	common_area	54.7	46.83	61.9	false	
37	ISS04	common_area	47.98	49.68	37.5	false	
37	ISS05	exercise_area	51.34	74.96	48.8	false	
37	ISS06	lab_module	73.57	46.29	40.8	false	
37	ISS07	common_area	45.78	53.8	42.4	false	
37	ISS08	common_area	52.05	50.04	56.2	false	
37	ISS09	common_area	47.66	47.74	47.8	false	
38	ISS00	hab_module	28.45	49.94	41.6	false	
38	ISS01	cupola	48.77	25.68	45.1	false	
38	ISS02	lab_module	73.64	53.7	52.9	false	
38	ISS03	common_area	53.41	45.47	54.3	false	
38	ISS04	common_area	47.99	50.36	42.9	false	
38	ISS05	exercise_area	51.82	74.43	53.0	false	
38	ISS06	lab_module	72.35	46.39	42.3	false	
38	ISS07	common_area	47.25	54.96	48.6	false	
38	ISS08	common_area	51.95	49.37	63.9	false	
38	ISS09	common_area	47.05	48.62	46.4	false	
39	ISS00	hab_module	28.34	49.39	44.3	false	
39	ISS01	cupola	48.49	26.14	50.0	false	
39	ISS02	lab_module	74.82	53.37	61.7	false	
39	ISS03	common_area	51.75	44.6	63.4	false	
39	ISS04	common_area	48.21	50.99	35.6	false	
39	ISS05	exercise_area	52.11	73.77	47.8	false	
39	ISS06	lab_module	71.22	46.88	55.7	false	
39	ISS07	common_area	49.01	55.59	54.2	false	
39	ISS08	common_area	51.63	48.77	54.6	false	
39	ISS09	common_area	46.76	49.66	39.5	false	
40	ISS00	hab_module	28.06	48.9	42.0	false	
40	ISS01	cupola	48.37	26.66	53.0	false	
40	ISS02	lab_module	75.83	52.68	63.1	false	
40	ISS03	common_area	49.9	44.33	67.2	false	
40	ISS04	common_area	48.63	51.52	46.6	false	
40	ISS05	exercise_area	52.16	73.06	65.8	false	
40	ISS06	lab_module	70.32	47.71	47.5	false	
40	ISS07	common_area	50.89	55.6	56.9	false	
40	ISS08	common_area	51.14	48.3	54.4	false	
40	ISS09	common_area	46.83	50.73	35.2	false	
41	ISS00	hab_module	27.63	48.54	51.4	false	
41	ISS01	cupola	48.44	27.2	56.7	false	
41	ISS02	lab_module	76.56	51.69	66.2	false	
41	ISS03	common_area	48.06	44.67	58.0	false	
41	ISS04	common_area	49.2	51.88	50.1	false	
41	ISS05	exercise_area	51.98	72.37	59.0	false	
41	ISS06	lab_module	69.73	48.79	51.2	false	
41	ISS07	common_area	52.66	55.01	60.2	false	
41	ISS08	common_area	50.53	48.02	56.4	false	
41	ISS09	common_area	47.24	51.72	45.0	false	
42	ISS00	hab_module	27.1	48.33	52.7	false	
42	ISS01	cupola	48.67	27.68	56.0	false	
42	ISS02	lab_module	76.93	50.52	49.0	false	
